epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,1303.06,0.37513,0.29091,0.91952,0.26174,0.48296,0.26142,0.10751,2.16405,2.36052,2.03857,0.0004952,0.0004952,0.0004952
78,1318.14,0.38444,0.27333,0.93238,0.29207,0.47429,0.24596,0.08944,2.50936,2.20299,2.50944,0.0004754,0.0004754,0.0004754
79,1333.75,0.39185,0.2882,0.93702,0.41681,0.53543,0.37971,0.15051,2.26269,1.91969,2.28363,0.0004556,0.0004556,0.0004556
80,1348.64,0.37706,0.2792,0.92475,0.22348,0.48031,0.19518,0.06319,2.76069,2.51718,2.83859,0.0004358,0.0004358,0.0004358
81,1363.81,0.36831,0.27857,0.90914,0.24533,0.61417,0.2478,0.11739,2.03873,2.81941,2.04423,0.000416,0.000416,0.000416
82,1379.09,0.38506,0.28393,0.92318,0.23221,0.45669,0.20224,0.08024,2.36961,2.69204,2.24409,0.0003962,0.0003962,0.0003962
83,1394.29,0.38477,0.2728,0.93206,0.24124,0.4252,0.20054,0.07244,2.49387,2.43114,2.35068,0.0003764,0.0003764,0.0003764
84,1409.32,0.3845,0.27353,0.93219,0.19382,0.38242,0.14585,0.04391,2.73674,2.87007,2.66171,0.0003566,0.0003566,0.0003566
85,1424.62,0.36663,0.25331,0.92714,0.19436,0.40945,0.14152,0.04456,2.73586,3.01317,2.80423,0.0003368,0.0003368,0.0003368
86,1439.85,0.37791,0.2827,0.93443,0.17961,0.3622,0.11803,0.02764,3.29246,3.20458,3.56873,0.000317,0.000317,0.000317
87,1455.26,0.35686,0.25379,0.92303,0.17864,0.3622,0.12086,0.02939,3.24192,3.3512,3.57357,0.0002972,0.0002972,0.0002972
88,1470.41,0.34656,0.25938,0.90921,0.19252,0.3622,0.12493,0.02904,3.2319,3.49684,3.52037,0.0002774,0.0002774,0.0002774
89,1485.98,0.33828,0.24821,0.89655,0.2012,0.34114,0.13372,0.03288,3.06125,3.37326,3.16705,0.0002576,0.0002576,0.0002576
90,1502.72,0.35147,0.26571,0.93026,0.19678,0.31059,0.14265,0.04026,2.77419,3.43159,2.71981,0.0002378,0.0002378,0.0002378
91,1544.12,0.27412,0.21287,0.8731,0.24967,0.43307,0.16888,0.05587,2.54856,3.4176,2.61259,0.000218,0.000218,0.000218
92,1557.87,0.25821,0.19881,0.87194,0.2117,0.40812,0.14187,0.03938,3.01371,3.79983,3.27654,0.0001982,0.0001982,0.0001982
93,1572.14,0.25397,0.18499,0.86391,0.23237,0.49606,0.16884,0.05777,2.62737,3.8636,2.76381,0.0001784,0.0001784,0.0001784
94,1586.53,0.34089,0.30824,0.95703,0.22659,0.41732,0.16838,0.05284,2.80532,3.80122,2.85269,0.0001586,0.0001586,0.0001586
95,1601.14,0.23886,0.18358,0.8547,0.24847,0.48819,0.21124,0.08854,2.30916,3.10389,2.41252,0.0001388,0.0001388,0.0001388
96,1615.51,0.24084,0.17797,0.8529,0.30351,0.65354,0.27859,0.12749,1.8819,2.70651,2.01232,0.000119,0.000119,0.000119
97,1630.34,0.23584,0.17257,0.87151,0.29515,0.61417,0.28357,0.12192,2.0181,2.60737,2.18976,9.92e-05,9.92e-05,9.92e-05
98,1644.81,0.23818,0.17343,0.88207,0.26883,0.60506,0.25239,0.09786,2.24727,2.84167,2.42363,7.94e-05,7.94e-05,7.94e-05
99,1659.43,0.22737,0.17117,0.87095,0.26085,0.61417,0.23195,0.08706,2.40233,3.13063,2.56447,5.96e-05,5.96e-05,5.96e-05
100,1674.35,0.23829,0.17007,0.86085,0.2575,0.55118,0.22286,0.07482,2.60577,3.19417,2.80881,3.98e-05,3.98e-05,3.98e-05
