epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,786.204,0.45126,0.32412,0.96177,0.77009,0.7385,0.82904,0.45113,1.42707,1.05653,1.84617,0.0009308,0.0009308,0.0009308
56,800.711,0.44851,0.33198,0.94714,0.42512,0.41732,0.38963,0.13383,1.97137,2.31339,2.18553,0.000911,0.000911,0.000911
57,818.398,0.43476,0.31726,0.93984,0.18998,0.48819,0.16946,0.05647,2.0705,3.34053,2.31145,0.0008912,0.0008912,0.0008912
58,836.925,0.49098,0.33853,1.03368,0.25146,0.6063,0.22319,0.0747,2.02624,3.2155,2.41285,0.0008714,0.0008714,0.0008714
59,854.1,0.45202,0.38252,0.95241,0.45406,0.66929,0.48447,0.21848,1.90578,2.18739,2.59994,0.0008516,0.0008516,0.0008516
60,869.529,0.43647,0.32884,0.95986,0.6499,0.83465,0.81724,0.44882,1.54122,1.37016,2.16435,0.0008318,0.0008318,0.0008318
61,884.427,0.41787,0.29998,0.9406,0.64373,0.81102,0.82358,0.54762,1.11942,1.28012,1.56819,0.000812,0.000812,0.000812
62,898.721,0.41939,0.29911,0.93914,0.58389,0.77165,0.7377,0.50689,0.96789,1.08399,1.37005,0.0007922,0.0007922,0.0007922
63,913.061,0.44639,0.33162,0.95092,0.75221,0.79528,0.85695,0.63459,0.88044,0.89667,1.23857,0.0007724,0.0007724,0.0007724
64,927.334,0.45189,0.31645,0.94262,0.57152,0.84021,0.78326,0.60489,0.82636,1.1796,1.14477,0.0007526,0.0007526,0.0007526
65,941.743,0.44932,0.32512,0.95092,0.30064,0.74016,0.39455,0.26523,1.49599,2.58646,1.56516,0.0007328,0.0007328,0.0007328
66,955.997,0.40752,0.30482,0.93128,0.27614,0.31496,0.22414,0.0662,2.87191,2.57536,2.79388,0.000713,0.000713,0.000713
67,970.301,0.39326,0.29316,0.93224,0.44924,0.52666,0.39782,0.11028,2.72219,1.77094,2.61655,0.0006932,0.0006932,0.0006932
68,984.658,0.43235,0.31657,0.94572,0.52598,0.5748,0.50379,0.16905,2.25611,1.75696,2.33185,0.0006734,0.0006734,0.0006734
69,999,0.42054,0.28926,0.92405,0.40841,0.51969,0.35545,0.11937,2.30133,2.1414,2.23379,0.0006536,0.0006536,0.0006536
70,1013.36,0.43579,0.31609,0.94988,0.50831,0.59055,0.56592,0.32686,1.40939,1.66251,1.64092,0.0006338,0.0006338,0.0006338
71,1027.87,0.4216,0.32,0.9515,0.66655,0.74016,0.76823,0.5081,1.14012,1.20649,1.42099,0.000614,0.000614,0.000614
72,1042.25,0.42919,0.30218,0.93612,0.66815,0.7874,0.79425,0.53611,1.14933,1.39511,1.45503,0.0005942,0.0005942,0.0005942
73,1056.63,0.42964,0.30398,0.95143,0.72868,0.78244,0.82892,0.60603,0.96581,1.15298,1.28566,0.0005744,0.0005744,0.0005744
74,1071.01,0.41526,0.29246,0.93326,0.81084,0.74259,0.85378,0.62592,0.91172,0.92141,1.20239,0.0005546,0.0005546,0.0005546
75,1085.4,0.38425,0.27158,0.93467,0.90354,0.73228,0.8794,0.72243,0.73898,0.91635,1.12197,0.0005348,0.0005348,0.0005348
76,1099.82,0.38427,0.28488,0.92391,0.88742,0.8189,0.90318,0.74814,0.69576,0.7693,1.07445,0.000515,0.000515,0.000515
77,1114.4,0.38312,0.30012,0.91825,0.77637,0.64567,0.76694,0.52939,1.09214,1.16804,1.37254,0.0004952,0.0004952,0.0004952
78,1128.95,0.38045,0.26589,0.93192,0.62306,0.65354,0.69711,0.46338,1.15917,1.32636,1.41062,0.0004754,0.0004754,0.0004754
